source,summary,model
"Last weekend, the country was declared free of the virus that killed almost 4,000 people in the country over the past 18 months.He told the BBC's Richard Hamilton about his experiences in the civil war, which ended in 2002, and his Ebola work:I had a normal family life before the war started in 1991.But at 15 I was kidnapped by the Revolutionary United Front (RUF) rebels and taken to the jungle where I was trained on how to use a gun and initiated into the group.I thought it was the end of my life. It was like living in a different world, not like living on earth.They used a blade to cut the letters RUF into my chest, so if I was thinking about escaping I knew that I could be killed if I got caught by militia who supported the government.The rebels also threatened to cut off my legs or arms if I tried to flee, and I saw this happen to other people.Sometimes they would even take out the heart from someone's chest and cook it up with onions and ask people to eat it.It seems like a nightmare now.I remember when we used to look for food and demanded that people hand it over.If they said: ""We don't have food"", we told them they were lying, and then we beat them even if they could have been telling the truth.Sometimes we were forced to kill, which we did under the influence of drugs: Marijuana was very easy to take - we used it like people drink coffee - and cocaine was also available.I was given the impression that if you took these drugs then you would be brave and if you were brave you would have the opportunity in the jungle to climb up the ranks.Luckily I did manage to escape from the jungle without being killed and I went to the capital, Freetown, but was unable to find my relatives.I lived alone, but teamed up with some guys doing things like pick-pocketing and I was caught.Fortunately [while in jail] I met a preacher called Richard Cole, who was the founder of a project called Lifeline Nehemiah which aimed to give hope, and a home, to people like me who felt they had lost hope.He encouraged me saying: ""You used to cause atrocities, but you can be used to contribute to rebuild the nation.""At the home he encouraged me to continue with my schooling, he also told me that guys like me would be leaders of the nation and help to rebuild it.Richard taught me that it was God who was taking me through all these troubling times, and I also learnt that it was important to give back what was invested in me.He passed away in 2006 but we had that vision and continue with it.When the Ebola crisis came to Sierra Leone in 2014 we considered it to be a common enemy.We were not medical practitioners but we had the passion to change things and we decided to develop our clinic to bring in suspected Ebola cases.Through this so many lives were saved.There were three key activities.We started with education as people found it difficult to accept that Ebola was real. So we started visiting communities and explaining that it was real and it was a death sentence.We educated more than 10,000 people, and explained the message in their languages - Temne, Krio and Limba.Secondly we started supporting people by giving them food and other items. This became a massive operation - visiting 11,000 people - and started giving fresh food in urban and rural areas.Thirdly we were able to team up with other agencies and put up an Ebola treatment unit that saved so many lives.People were frightened.Sometimes when we visited people refused to accept us but as we kept coming back we became familiar to them.It was scary and some people said it was witchcraft, but we persuaded them that there were principles to observe to protect themselves.One of the worst incidents I witnessed was when I saw a pregnant woman with suspected Ebola lying in front of us.There were three others in the house who were also suspected cases and no-one could come to their house because it was too dangerous.When I saw that woman lying there I felt very bad, I came out and talked with other volunteers and after that we started to set up an Ebola treatment clinic.We didn't have any funds but we had a lot of help from local chiefs and the community, and that was how it started.Now I see my life as a changed person.I regret all that I did, but I am confident now that the future is great.We are investing in young people; I believe young people have a role in changing the world, not only Sierra Leone but the world.If we invest in them then we are building the future.11,314Deaths - probable, confirmed and suspected(Includes one in the US and six in Mali)4,808 Liberia3,955 Sierra Leone2,536 Guinea8 Nigeria","**Concise Summary:**  
Sierra Leone was declared free of a deadly virus (Ebola) after 18 months, which killed nearly 4,000 people nationally and over 11,000 globally, including significant tolls in Liberia (4,808), Guinea (2,536), and others. A former child soldier, kidnapped by the RUF rebels during the 1991每2002 civil war, recounted atrocities like forced violence, drug use, and witnessing brutal executions. After escaping, he reformed with the help of preacher Richard Cole and his Lifeline Nehemiah project. During the 2014 Ebola crisis, his team educated over 10,000 people in local languages, distributed food to 11,000 households, and established a treatment unit, saving lives despite initial community resistance. He now advocates for youth empowerment, viewing it as key to rebuilding Sierra Leone and the world.",deepseek/deepseek-r1
"About 80,000 works of art, ceramics, manuscripts, letters and photographs faced being auctioned to help pay off the pottery firm's pension debt.But a public fundraising campaign launched in September hit its target in just a month.Adminstrators Begbies Traynor said the collection will remain on display at the museum in Barlaston, Staffordshire.The Art Fund, which led the campaign, will gift the collection to the Victoria and Albert Museum, before it is loaned to the Wedgwood Museum.Administrator Bob Young said it had been ""incredibly satisfying"" to sign off on the sale on Monday.""Today's fantastic outcome wouldn't have been possible without the spirit of goodwill and determination shown during the often complex negotiations,"" he said.The Wedgwood Museum inherited Waterford Wedgwood plc's pension bill after the firm collapsed in 2009.In 2010 the museum also went into administration, and in 2011 a high court judge ruled its collection could be sold to reimburse the Pension Protection Fund.Alison Wedgwood, whose husband Tom is a direct descendant of company founder Josiah Wedgwood, said the collection was ""important"" for Staffordshire.The collection risked being ""sold and scattered around the globe"" had the money not been raised, she added.Tristram Hunt MP, who was involved in the campaign, said the sale was ""fantastic news"".""The items contained within the Wedgwood collection chart a significant part of Britain's cultural development over centuries and play a crucial part in defining our national identity today,"" he said.","A public fundraising campaign successfully saved 80,000 artworks and artifacts from the Wedgwood Museum in Staffordshire, which faced auction to settle a pension debt from Waterford Wedgwood plc＊s 2009 collapse. The Art Fund-led effort met its target in a month, allowing the collection to stay on display. The Victoria and Albert Museum will receive the items before loaning them back to the Wedgwood Museum. A 2011 court ruling had approved selling the collection to repay the Pension Protection Fund. Stakeholders, including Alison Wedgwood and MP Tristram Hunt, emphasized the collection＊s cultural and national significance, noting it narrowly avoided global dispersal. Administrators finalized the sale, citing complex negotiations and public determination.",deepseek/deepseek-r1
"Dan Groves said the ""finer points"" of a deal which could see Wright buy 20% of the club are yet to be released.The Sun reported that the 30-year-old will become a club director.Billericay are eighth in the Isthmian League Premier Division, three points adrift of a play-off place.Wright, who was runner-up in I'm A Celebrity Get Me Out Of Here in 2011, played non-league football for a succession of clubs, including Lewes, Crawley Town and Rushden & Diamonds.Billericay have recently been taken over by multi-millionaire Glenn Tamplin, who said shortly after completing a deal for the club that he was ""comfortable"" investing ㏒10,000 a week.The club signed former England international Paul Konchesky, 35, at the start of March.","A potential deal involving Dan Groves could see reality TV star Mark Wright acquiring 20% of Billericay Town FC and becoming a director, though details remain undisclosed. The club, currently eighth in the Isthmian League Premier Division and three points from a play-off spot, was recently bought by multi-millionaire Glenn Tamplin, who pledged ㏒10,000 weekly investment. Billericay also signed ex-England player Paul Konchesky (35) in March. Wright, known for his 2011 *I＊m A Celebrity* runner-up status, previously played non-league football for clubs like Lewes and Crawley Town.",deepseek/deepseek-r1
"Share this withEmailFacebookMessengerMessengerTwitterPinterestWhatsAppLinkedInCopy this linkAfter weeks of speculation about whether the Governor of the Bank of England would extend his time as its head in reaction to the referendum result, Mark Carney surprised many people in the City and in government by announcing a decision that few had considered.Although many officials at the Bank believed that Mark Carney had two options before him - stay until 2021 or leave as originally intended in 2018 - the governor proffered a third.Extend, yes, but for just one more year.Superficially, it appeared to be a rather awkward fudge.Did Mr Carney feel under political pressure not to extend until 2021 despite wanting to?Was he so disillusioned by the gloomy economic predictions for the UK that he would rather not stick around to see the full effects of the Brexit vote?Or was there another issue weighing on his mind: how his family would feel about another three years in the UK with a father who is regularly away at some global summit or other one weekend in every two?The third, it appears, was the clincher.When Mr Carney took office in 2013, the notion that Britain would be beginning the difficult process of negotiating its way out of the European Union three years later (a process described by the former head of the World Trade Organisation, Pascal Lamy, as something akin to ""taking an egg out of omelette""), was a remote one.But that all changed on 23 June.Beyond trying to stabilise the economy, it also created a personal issue for the Governor.If he left in 2018 as originally agreed, it would be right in the middle of Britain's exit negotiations.Should he, therefore, extend his term to the full eight years that governors would usually be expected to serve?That might provide a greater level of certainty for jittery markets.And the Governor certainly understood the challenge of the job had changed, telling those close to him that an extension was an option and he ""wanted to serve"" - discussions which led to predictions in the media he would serve the full eight years.But, a number of weeks ago in far more private discussions, he started talking about a ""third way"" - the short extension.The reasons were personal and unique.In 2018, one of Mr Carney's four daughters will be finishing her A-levels, and another will be completing her GCSEs.Like everyone, I have personal circumstances that I have to manage. This is a role that requires total attention and devotion. I intend to give that for as long as I can.For his family, this was the perfect moment to return home to Canada and its much lauded education system.He hinted at how important that was in evidence to the economic affairs committee of the House of Lords last week.""To be absolutely clear, it is an entirely personal decision,"" he said about whether he would extend his stay.""No one should read anything into that decision as regards government policy - actual, imagined, potential, past. It is an absolute privilege for me to have this role. I fully recognise that.""Like everyone, I have personal circumstances that I have to manage. This is a role that requires total attention and devotion. I intend to give that for as long as I can. Those are the only factors.""Those around Mr Carney dismiss any notion of ""tension"" with the Prime Minister, who was certainly keen for the Governor to extend his period in office to 2021. However, Theresa May was clear that it was up to Mr Carney to make the decision.Neither did criticism from those who believe the Bank's pre-referendum economic forecasts were too gloomy about the effects of a Brexit vote get under his skin, they add.Professionally, Mr Carney was clear that it would difficult to leave in the teeth of the Brexit negotiations.But, with his family leaving in 2018 as originally planned, he only felt able to extend his time in the UK by one year.By then the Article 50 process of decoupling Britain from the EU should be complete. It will then be for a new Governor to plot Britain's economic future.","Mark Carney, Governor of the Bank of England, announced a one-year extension to his term (until 2019) rather than serving the full eight years until 2021 or leaving in 2018 as initially planned. His decision was driven primarily by personal family considerations: his daughters＊ education timelines (A-levels and GCSEs in 2018) and a desire to return to Canada. Carney emphasized that the choice was unrelated to political pressures or criticism of the Bank＊s Brexit forecasts. While Prime Minister Theresa May preferred a longer extension, she respected his autonomy. The one-year extension allows Carney to oversee the initial Brexit negotiations under Article 50, with a new Governor set to steer the UK＊s post-Brexit economic future after 2019.",deepseek/deepseek-r1
"The Seasiders struck with the first real chance after 12 minutes as Nathan Delfouneso jinked past his man and delivered a pinpoint chip into the area, where Jamille Matt turned the ball home from three yards.Blackpool goalkeeper Sam Slocombe denied Matthew Briggs with a sensational save to push the ball behind after 17 minutes, but the visitors did equalise from the resulting corner as Kurtis Guthrie prodded in from close range after a goalmouth scramble.Somehow, Colchester failed to re-take the lead on the stroke of half-time as Slocombe produced a brilliant save from George Elokobi's close-range effort, before Guthrie headed against the bar from two yards.Blackpool should have clinched the win 15 minutes from time, as Tom Aldred was found unmarked from a corner, but he headed wide from eight yards.Colchester finished the game with 10 men, after substitute Sean Murray was shown a straight red for a bad tackle on Jim McAlister in injury time.Report supplied by the Press AssociationMatch ends, Blackpool 1, Colchester United 1.Second Half ends, Blackpool 1, Colchester United 1.Foul by Jamille Matt (Blackpool).Chris Porter (Colchester United) wins a free kick in the attacking half.Attempt missed. Jamille Matt (Blackpool) header from the centre of the box is high and wide to the left.Substitution, Blackpool. Eddie Nolan replaces Jim McAlister because of an injury.Colin Daniel (Blackpool) is shown the yellow card.Sean Murray (Colchester United) is shown the red card for violent conduct.Jim McAlister (Blackpool) wins a free kick in the defensive half.Foul by Sean Murray (Colchester United).Delay in match Tom Eastman (Colchester United) because of an injury.Attempt blocked. Colin Daniel (Blackpool) right footed shot from the right side of the box is blocked.Attempt saved. Jim McAlister (Blackpool) right footed shot from outside the box is saved in the centre of the goal.Attempt saved. Colin Daniel (Blackpool) right footed shot from outside the box is saved in the centre of the goal.Corner,  Colchester United. Conceded by Clark Robertson.Foul by Jamille Matt (Blackpool).Tom Eastman (Colchester United) wins a free kick in the attacking half.Attempt missed. Colin Daniel (Blackpool) right footed shot from the left side of the box is close, but misses to the left.Substitution, Colchester United. Denny Johnstone replaces Kurtis Guthrie.Attempt blocked. Jordan Flores (Blackpool) left footed shot from outside the box is blocked.Substitution, Colchester United. Kane Vincent-Young replaces Richard Brindley.Will Aimson (Blackpool) wins a free kick in the attacking half.Foul by Kurtis Guthrie (Colchester United).Attempt saved. Tom Aldred (Blackpool) header from the centre of the box is saved in the centre of the goal.Matthew Briggs (Colchester United) is shown the yellow card for a bad foul.Jim McAlister (Blackpool) wins a free kick in the defensive half.Foul by Matthew Briggs (Colchester United).Corner,  Colchester United. Conceded by Jim McAlister.Attempt blocked. Owen Garvan (Colchester United) left footed shot from outside the box is blocked.Attempt blocked. Sean Murray (Colchester United) right footed shot from the centre of the box is blocked.Attempt missed. Tom Aldred (Blackpool) header from the centre of the box is close, but misses to the right.Corner,  Blackpool. Conceded by Frankie Kent.Attempt missed. Jim McAlister (Blackpool) header from the centre of the box misses to the left.Corner,  Colchester United. Conceded by Andy Taylor.Attempt blocked. Kurtis Guthrie (Colchester United) right footed shot from the centre of the box is blocked.Tom Eastman (Colchester United) is shown the yellow card for a bad foul.Jordan Flores (Blackpool) wins a free kick on the right wing.Foul by Tom Eastman (Colchester United).Andy Taylor (Blackpool) is shown the yellow card for a bad foul.Foul by Andy Taylor (Blackpool).","Blackpool and Colchester United drew 1-1 in a match marked by key moments. Jamille Matt scored first for Blackpool in the 12th minute, assisted by Nathan Delfouneso. Colchester equalized through Kurtis Guthrie after a scramble from a corner. Blackpool goalkeeper Sam Slocombe made crucial saves, denying Guthrie and George Elokobi. Blackpool's Tom Aldred missed a late headed chance to win, while Colchester's Sean Murray was sent off in stoppage time for a violent tackle. The game ended 1-1, with both teams unable to secure a decisive advantage.",deepseek/deepseek-r1
"Share this withEmailFacebookMessengerMessengerTwitterPinterestWhatsAppLinkedinCopy this linkChildren in P6 and P7 will learn how to cope with change under the Healthy Me programme developed by Northern Ireland charity, Action Mental Health.Its chief executive David Babington said it will help prepare pupils for the stresses of the transfer test and big changes in their educational life.Five schools took part in a pilot.The charity is now hoping the programme will be rolled out in schools across Northern Ireland.It consists of ""interactive workshops"" in which pupils are made aware of the importance of emotional wellbeing; encouraged to seek help if they are in distress and helped to identify sources of support.The workshops also provide teachers with basic training in promoting emotional wellbeing.The Healthy Me initiative was launched at Carrick Primary School in Lurgan, County Armagh, on Friday morning.The school's pastoral care co-ordinator, Helen Hamilton, is also its P7 teacher and said the programme has helped pupils and parents ahead of the big move.""I see the anxiety in kids starting to build about secondary school,"" Ms Hamilton told BBC News NI.""No fault of the secondary school - they're excellent and many are very excited to be going there - but they're apprehensive too and a lot of the time, that can be fed down from parents as well, they're worried about them.""You're going from a very close-knit family atmosphere in a primary school - where you have one teacher who sees a child every day all day, and gets to know them and their wee quirks and can spot very quickly if they're out of sorts - to the very difficult job of senior school teachers who see them maybe for half an hour.""It's more difficult for them to pick up on those things, much as they try, so parents sometimes need the reassurance and understanding that the transition can be easier than they expect.""Getting a place in a secondary school can be source of stress however, and last month, thousands of P7 pupils began to sit this year's unofficial transfer tests, set by two different examination bodies, the Association of Quality Education (AQE) and GL Assessment.Pupils have the choice to sit either test, both tests, or none, but figures provided to the BBC by the two organisations indicated a slight rise in the number of entrants sitting the tests this year, with a total of 14,681, a rise from 14,575 in 2015.""Transition from primary to secondary school is a particularly stressful time for children and we believe that targeting the programme at P6/P7 children will help them cope with this transition,"" Mr Babington said.""Modern life is stressful and can impact on mental health, so implementing strategies for protecting children from stress and helping them learn to cope with change is an extremely positive influence on their young lives,"" the Action Mental Health boss added.Ms Hamilton said that in the workshops, children were taught breathing exercises, and ""how to relax"", including how to take time out from busy after-school activity regimes.""We, as a school, value so much the amount of evidence that shows that children who, mentally and emotionally, aren't ready to learn cannot progress, so   it's so important for us that children's social and emotional needs are met,"" the P7 teacher added.The need to ""strengthen the resilience of young people"" is one of the key challenges facing Northern Ireland's education system, according to the chief inspector of schools, Noelle Buick.""All young people need to build resilience,"" she wrote in her  latest report, published last month..The chief inspector said pupils were facing ""complex challenges"" because the ""social context of relationships, values, attitudes and behaviours in which children and young people live and learn has changed significantly"" in recent years.""It is timely to review the need for strengthening the resilience of children and young people at all levels through stronger and more explicit preventative education within the wider taught pastoral care curriculum.""","The Healthy Me programme, developed by Northern Ireland's Action Mental Health, targets P6 and P7 pupils to help them manage stress during transitions, such as transfer tests and moving to secondary school. Piloted in five schools, it offers interactive workshops teaching emotional wellbeing, coping strategies (e.g., breathing exercises), and identifying support sources, while training teachers in promoting mental health. The programme, launched at Carrick Primary School, addresses anxieties among students and parents about secondary school's less personalized environment. David Babington, the charity＊s CEO, emphasized preparing children for modern stressors, noting a slight rise in 2023 transfer test entrants (14,681). Northern Ireland＊s chief school inspector, Noelle Buick, highlighted the urgency to build youth resilience amid evolving social challenges, advocating stronger preventative education in pastoral curricula.",deepseek/deepseek-r1
"It would make the disused Fawley power station chimney the tallest such attraction south of London's Shard.Developers Fawley Waterside said it would be the centrepiece of a ""merchant city"" development.The power station closed in 2013 after more than 40 years in operation.Architects plans show a petal-shaped glass structure at the centre of a ?㏒1bn development featuring a marina, housing and restaurants.It also includes fast ferry links to Southampton and Portsmouth.With an application for outline planning permission due later this year, building could start in 2018.The oil-fired Fawley Power Station, on the western side of Southampton Water, was commissioned in 1971 and was capable of powering one million homes.The 300-acre site was sold to Fawley Waterside developers in 2016.Aldred Drummond of the company said: ""We'd be mad to knock the chimney down - its our signature piece of infrastructure.""If you think of the money spent building the i360 in Brighton, or the Spinnaker Tower in Portsmouth, this building is already there so with relatively little investment we can do something very spectacular.""1971Commissioned on the western shore of Southampton Water2,000 megawatt oil-fired power station fuelled by nearby Esso refinery198 metre-high chimney dominates the Solent sykline1,100  miles of cable were laid within the power stationOne million homes were powered by Fawley","The disused Fawley Power Station chimney, a 198-meter structure on Southampton Water, is set to become the tallest attraction south of London＊s Shard as part of a ㏒1bn redevelopment by Fawley Waterside. The oil-fired station, operational from 1971 to 2013 and capable of powering one million homes, will be transformed into a ""merchant city"" featuring a petal-shaped glass centerpiece, marina, housing, restaurants, and fast ferry links to Southampton and Portsmouth. Developers, who acquired the 300-acre site in 2016, emphasize retaining the chimney as a landmark, comparing its potential to structures like Brighton＊s i360. Outline planning permission is expected in 2017, with construction starting in 2018. The project leverages existing infrastructure for cost-effective, large-scale regeneration.",deepseek/deepseek-r1
"Media playback is not supported on this deviceThe 23-year-old earned GB's second medal of the Hong Kong championships following Elinor Barker's silver medal in the women's scratch on Wednesday.Latham emerged from the pack to take bronze as he chased down Adrian Teklinski of Poland, who won gold, and Lucass Liss of Germany, who got silver.In the men's team pursuit, GB were beaten to the bronze medal by Italy.Media playback is not supported on this device""I am really happy to come away with a medal, finally,"" Latham told the BBC.""I wasn't sure that Teklinski was going to hold on there.""I was in a decent position most of the time. I followed the Irish rider Felix English and I had a good lead out.""Elsewhere Britain's sole rider in the men's keirin, Joe Truman, was outclassed in his semi-final, having tried to take the race out with two laps to go.And in the women's team pursuit, GB finished fifth in the heats and failed to make the bronze-medal ride.Olympic gold medallist Chris Boardman""Latham had a fantastic final charge. He timed his effort well there.""We hardly saw him in the race, he monitored things but that's why. He was waiting for that final sprint. And what a ride that was for him.""But with three laps to go, I would not have said that Teklinski would make it, but he found something from somewhere to just hang on there.""More than 2km out, he effectively started to sprint. It will take him some time to recover from that.""Six-time Olympic gold medallist Sir Chris Hoy""I don't think that would be expected. It's the kind of event you can never be super-confident of winning or winning a medal in.""But if you ride sensibly, which he did, he positioned himself very well and didn't waste any energy in the first part of the race.""He marked the danger men and clearly had the legs for the sprint at the end. That's fantastic, a really great result for him and the team.""Team pursuit Olympic gold medallist Elinor Barker came into the quartet of Emily Nelson, Manon Lloyd and Ellie Dickinson.The young squad were unable to compete for a medal but Barker remained positive about their progress.She told the BBC: ""It's the first Worlds for all of these girls and it's made it a lot more exciting.""The level is so high already physically and technically. We have so much scope for improvement. It's such a good place to be in.""Four years until Tokyo and we've just come fifth at the Worlds.""Double Olympic gold medallist Joanna Rowsell Shand said on BBC TV: ""Coming into the competition, I don't think anyone expected them to medal.""Until Elinor Barker joined the team today, we had four brand new riders. With an average age of 19, they've all got bright futures ahead of them.""Earlier in the day, Olympic bronze medallist Katy Marchant was eliminated from the women's sprint in the first round.The 24-year-old, who claimed bronze behind Kristina Vogel of Germany and fellow Briton Becky James at Rio 2016, was the only female sprinter to travel to Hong Kong.The former heptathlete qualified in 16th place but was ousted by 17th-fastest Lin Junhong of China earlier on Thursday.Marchant is scheduled to compete in two more events - Saturday's 500m time-trial and Sunday's keirin.""I'm really disappointed. I feel like I'm just missing a little bit of zing, which is something that coming off Rio is to be expected,"" she said.""I didn't get the roar when I got the number on my back today - maybe the fact it's not an Olympic Games or something in the back of my mind telling me that I'm not feeling great.""I know to get knocked out in the first round is not what we expect from a medallist, but the preparation coming into this competition is about the process leading on to Tokyo.""Media playback is not supported on this device","At the Hong Kong championships, GB cyclist Will Latham, 23, secured bronze in the men＊s race, chasing Poland＊s Adrian Teklinski (gold) and Germany＊s Lucass Liss (silver). GB＊s men＊s team pursuit lost the bronze to Italy. Elinor Barker, part of the women＊s team pursuit that finished fifth, highlighted the young squad＊s potential despite missing a medal. Olympic bronze medalist Katy Marchant was eliminated early in the women＊s sprint, attributing her performance to post-Rio fatigue but remained focused on future events. Experts Chris Boardman and Chris Hoy praised Latham＊s tactical race and strong finish. Joanna Rowsell Shand noted the inexperienced women＊s team (average age 19) has a promising future ahead of Tokyo 2020.",deepseek/deepseek-r1
"Share this withEmailFacebookMessengerMessengerTwitterPinterestWhatsAppLinkedinCopy this linkJustice Minister Claire Sugden confirmed a motion will go before the assembly for approval.The move will bring Northern Ireland in line with England and Wales, where plans for automatic pardons were announced last month.Those proposals would see men convicted of now-abolished sexual offences receive posthumous pardons.Dubbed 'Turing's Law', after the World War Two code-breaker Alan Turing, the law will also allow living men convicted of such offences to apply for a pardon.The motion in the assembly is expected to contain the same provisions and allow for pardons both posthumously as well as for living gay and bisexual men.The minister said she has secured executive agreement to ask the assembly to pass a legislative consent motion to pardon convictions related to abolished sexual offences.Ms Sugden said that arrangements would be brought in ""as soon as possible to ensure that there is equal treatment for gay and bisexual men here as for their counterparts in England and Wales"".""This is an opportunity for the criminal justice system to try and right the wrongs of the past and one which will allow for much earlier resolve than that presented by way of an assembly bill,"" she added.The motion will now go forward for consideration by the assembly.","Northern Ireland's Justice Minister Claire Sugden announced plans to introduce a legislative motion aligning the region with England and Wales in pardoning men convicted of abolished sexual offenses. The motion, mirroring ""Turing's Law"" (named after Alan Turing), will grant posthumous pardons and allow living gay and bisexual men to apply for pardons. The move aims to address historical injustices by ensuring equal treatment for these men compared to those in England and Wales. Sugden emphasized expediting the process through a legislative consent motion rather than a slower assembly bill, with the proposal now advancing to the assembly for approval.",deepseek/deepseek-r1
"Kemp, who last played Grant Mitchell in 2006, said it would be ""a brief return"".""When I was approached about returning to EastEnders for Barbara's final episodes, it was something I could not turn down,"" he said.Following her surprise return to Albert Square, Dame Barbara announced her character would be killed off.Her character reappeared on Friday, having left in 2010, to tell her eldest son Phil, played by Steve McFadden, that her cancer had returned.After the episode, producers revealed that Peggy would die from the disease in emotional scenes to be screened in the spring.Now Kemp, who played Grant from 1990-1999 and then again in 2005 and 2006, will return to bring the Mitchell family back together.""Barbara is a very close friend, so when I learned of the storyline it felt right that the Mitchell brothers are reunited with their mother for the last time,"" he said.""I am really looking forward to going back to EastEnders and filming what are set to be some classic EastEnders episodes.""Grant Mitchell has been one of the soap's most memorable characters in its 30-year history, arriving in 1990 along with brother Phil.He was involved in repeated family dramas including having an affair with his brother's wife, Kathy, and having his brother go on to marry his ex-wife Sharon.""Grant Mitchell is an EastEnders legend and finally he is returning home to Walford to say goodbye to his mother and be reunited not just with his old loves but also his brother,"" said EastEnders executive producer Dominic Treadwell-Collins.""To have the Mitchell brothers come face to face again, having to face losing their mother, is an opportunity to show Ross Kemp and Steve McFadden at their very best.""","Ross Kemp will briefly reprise his role as Grant Mitchell in *EastEnders* for Dame Barbara Windsor＊s final episodes as Peggy Mitchell, whose character is set to die from cancer in spring 2016. Kemp, returning after last appearing in 2006, agreed to reunite with on-screen brother Phil (Steve McFadden) to bid farewell to their mother, citing his close friendship with Windsor. Peggy＊s terminal illness was revealed upon her surprise return to Albert Square in 2016. Grant, a iconic character since 1990, was central to major storylines, including affairs and family conflicts. Executive producer Dominic Treadwell-Collins highlighted the emotional reunion as a showcase for Kemp and McFadden＊s performances.",deepseek/deepseek-r1
"Share this withEmailFacebookMessengerMessengerTwitterPinterestWhatsAppLinkedInCopy this linkThe victim was fatally injured outside a property on Daniel Hill Terrace, Upperthorpe, close to the city centre.People living in the area said the man was either in, or close to, a black Mercedes car he had been driving when he was shot.Officers, called to the scene at about 13:35 GMT, found the man with a gunshot wound to his chest. Armed police sealed off the area.The victim was taken to Northern General hospital but died from his injuries.Local residents said the man was a member of a family who live close to the scene of the shooting.They said relatives had been gathering for a family celebration when the attack occurred.Many came out of the house to try to help him after hearing the shot, neighbours said.There have been a number of shootings in Sheffield in recent weeks, although all the previous incidents have been in the north of the city and not close to the Upperthorpe area.On Monday, a 25-year-old man was seriously injured when he was shot in the street in the Shiregreen area.Earlier this month, an elderly couple were left shocked when shots were fired through their living room window in the Southey Green area - an incident police believe was a case of mistaken identity.In January shots were fired at houses in two separate incidents in the same street in High Green.","A man was fatally shot outside a property on Daniel Hill Terrace, Upperthorpe, Sheffield, near a black Mercedes he was driving. Police responded around 13:35 GMT, finding him with a chest wound; he later died at the hospital. Residents identified him as part of a local family gathering for a celebration when the attack occurred, with relatives rushing to aid him. This incident follows recent shootings in Sheffield＊s northern areas (Shiregreen, Southey Green, High Green), including a non-fatal attack on a 25-year-old, a mistaken-identity shooting at an elderly couple＊s home, and house shootings in January. Upperthorpe had not previously been affected by such violence.",deepseek/deepseek-r1
"Share this withEmailFacebookTwitterWhatsAppLinkedinCopy this linkThe 76-year-old, who received the ?㏒25,000 prize for Squint (19) at Liverpool's Walker Art Gallery, was one of the shortlisted artists in 1991.Simpson, who has also made the prize longlist on three other occasions, said finally winning was ""very nice indeed"".Judge Ansel Krut said Squint (19) was ""quite extraordinary"", even though it was a ""difficult painting to look at"".The work depicts a leper squint, which Simpson said were ""holes made in the sides of medieval churches so the undesirables could look through to the service and somehow take part"".He said it was one of a series of paintings he has been working on, some of which were ""much bigger"".The relatively small size of Squint (19) - which is about 7ft (2.1m) in height - was one of the reasons Simpson entered it into the competition, though he also admitted that it ""seemed to be a good idea to send one that I was conversant with and was working with"".He said the prize money would be spent on ""stretches, canvas and - particularly - good quality paints"".""I spend a lot of money on materials, so this money is going to go to a good cause.""Krut said Simpson's piece was ""a little bit like a tone poem - when you spend some time with it, it gradually starts to build a picture"".""Technically, it's very subtle and his language is very minimal, very reduced, but when you enter into it, you get into this broad field of great sympathy, because of the subject matter.""We couldn't have asked for a better painting.""Established in 1957, the biennial John Moores Painting Prize is one of Britain's oldest art awards.Previous winners include David Hockney and Peter Doig. Sir Peter Blake, who is now the prize's patron, won the junior title in 1961.","**Summary:**  
76-year-old artist Simpson won the ㏒25,000 John Moores Painting Prize for *Squint (19)*, a 7ft-tall work depicting medieval church leper squints. Previously shortlisted in 1991 and longlisted thrice, Simpson described winning as ""very nice indeed."" Judge Ansel Krut praised the technically subtle, minimal yet emotionally resonant piece, comparing it to a ""tone poem."" Simpson, who entered the smaller-sized work for practicality, plans to spend the prize on art materials. Established in 1957, the biennial award counts David Hockney and Peter Doig among past winners, with patron Sir Peter Blake winning the junior title in 1961.",deepseek/deepseek-r1
